Partei: Nr.,Partei: Kurzbezeichnung,Partei: Name,These: Nr.,These: Titel,These: These,Position: Position,Position: Begründung
15,HEIMAT,Die Heimat,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",neutral,"Grundsätzlich spricht sich die HEIMAT für den Schutz der Meere aus. Auch muss der Überfischung unserer Gewässer der Kampf angesagt werden. Der Artenreichtum sowie die wirtschaftliche Existenzgrundlage der Fischer müssen erhalten bleiben. Allerdings lehnen wir EU-Fangquoten als übergriffig ab und wollen die Regulierung den Staaten überlassen, die direkt betroffen sind. Durch sie sind interessengerechtere Lösungen zu erwarten als durch pauschale Quoten aus Brüssel."
16,TIERSCHUTZ hier!,Aktion Partei für Tierschutz,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Der Partei TIERSCHUTZ hier! geht es nicht um Fangquoten oder um die Bekämpfung der illegalen Fischerei. Wir sind der Auffassung, dass jeder einzelne Fisch ein Lebensrecht genießt. Die EU-Gewässer sind das größte Schlachthaus Europas. Die sogenannten ""Fangquoten"" bemessen sich in Millionen Tonnen Fische pro Jahr - ein schier unfassbares aquatisches Horrorkabinett."
17,Partei für schulmedizinische Verjüngungsforschung,Partei für schulmedizinische Verjüngungsforschung,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",neutral,"Die Partei für schulmedizinische Verjüngungsforschung ist eine Ein-Themen-Partei, deren einziges Ziel es ist, die Entwicklung wirksamer Medizin gegen Alterskrankheiten durch wesentlich mehr staatliche Investitionen zu beschleunigen. Mehr als 100.000 Menschen sterben täglich an den Folgen des Alterns. Mit zukünftiger Medizin werden Menschen durch Verjüngung wahrscheinlich nicht mehr an Alterskrankheiten oder hohem Alter sterben und tausende Jahre gesund leben können."
18,BIG,Bündnis für Innovation & Gerechtigkeit,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Die Senkung der zulässigen Fangmenge in EU-Gewässern ist oft eine Maßnahme zum Schutz überfischter Bestände und zur nachhaltigen Bewirtschaftung der Fischereiressourcen. Durch die Reduzierung der Fangmengen soll sichergestellt werden, dass die Fischbestände sich erholen können und langfristig stabile und nachhaltige Fischereiaktivitäten ermöglicht werden."
19,Bündnis C,Bündnis C - Christen für Deutschland,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme nicht zu,"Die Reform der Gemeinsamen Fischereipolitik (GFP) von 2013 sah einen eher regionalen Ansatz vor und hat bereits Fangbeschränkungen festgelegt, um die Bestände wiederherzustellen, gesunde Ökosysteme zu erhalten und stabile, rentable Fischerei für die EU-Flotte zu sichern. Eine 2020 durchgeführte Analyse zeigte, dass an den Fangbeschränkungen die Regionalisierung scheiterte. Wir fordern einen realistischen Ansatz zu Fangbeschränkungen, Regionalisierung und Harmonisierung der Rechtsvorschriften."
20,PdH,Partei der Humanisten,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Wir fordern eine Begrenzung der Fischfangmengen, die sich nach der Regenerationszeit der entsprechenden Fischpopulationen richten soll. Die Populationen der gefischten Arten dürfen durch die Fischerei nicht gefährdet werden."
21,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Nach Angaben der EU-Kommission sind 96% der bestehenden Fischbestände der EU überfischt. Fische sind ein elementarer Bestandteil der maritimen Ökosysteme, von denen unser eigenes Überleben abhängt. Weiterhin bedeutet Fischerei einen qualvollen Tod für die Fische. Die MENSCHLICHE WELT setzt sich daher für eine umfassende Begrenzung der Fischerei ein. Der erste Schritt und ein Mindestziel sollte eine nachhaltige Fischerei sein."
22,DKP,Deutsche Kommunistische Partei,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Die Fischereiindustrie muss gezwungen werden, nachhaltig zu agieren. Allerdings braucht es eine globale Regelung für den Fischfang. Eine EU-Regelung beinhaltet die Gefahr, dass EU-Firmen und Flotten die Gewässer anderer Regionen ""leerfischen"" oder andere Staaten ökonomisch erpressen der EU Fischfangrechte einzuräumen. Mit Exzessen seiner eigenen Logik hat der Kapitalismus Erfahrung: Kinderarbeit musste untersagt werden, da der ""Nachschub"" an Arbeitskräften und Soldaten fehlte."
23,MLPD,Marxistisch-Leninistische Partei Deutschlands,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,Stopp der Überfischung. Der profitbetriebene großindustrielle Fischfang dezimiert den Fischbestand in dramatischer Weise und gefährdet damit eine wichtige Ernährungsquelle für die Menschheit und die Existenz vieler Fischer ärmerer Länder.
24,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Die Fischerei soll sich an den Bedürfnissen der Mehrheit der Bevölkerung orientieren und nicht an den Profitinteressen der Unternehmen. Erst wenn die Wirtschaft planvoll organisiert ist, kann auch ein ausgeglichenes und umweltverträgliches Miteinander zwischen Mensch und Tier stattfinden. Das ist nur in einer sozialistischen Gesellschaft möglich."
25,ABG,Aktion Bürger für Gerechtigkeit,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Es besteht in allen Gewässern bereits eine Überfischung. Des Weiteren sterben viele Fische aufgrund von Umweltverschmutzung. Wir setzen uns dafür ein, dass keine Fische mehr durch industriellen Fischfang gefangen werden. Industrieller Fischfang ist Tierquälerei, von dem qualvollen Tod des Beifangs ganz zu schweigen. Es muss gewährleistet sein, dass sich die Fischbestände wieder erholen können."
26,dieBasis,Basisdemokratische Partei Deutschland,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Es ist an vielen Stellen vonnöten, der Natur und den Ökosystemen eine Regeneration zu ermöglichen, damit das Gleichgewicht erhalten bleibt, von dem auch der Mensch abhängig ist. Dies gilt auch für die Fischbestände und die Gewässer der EU, die eine Entlastung benötigen. Die Anwendung von nachhaltigen Aquakultur-Anlagen und nachhaltiger Fischerei (nach MSC Siegel) bieten einen wichtigen Beitrag zum Schutz von Meerestieren und Algen, sodass sich die natürlich wildlebenden Bestände erholen können."
27,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Der Überfischung der Meere muss auch in EU-Gewässern entgegengewirkt werden. Wichtig ist, dass durch die Absenkung der Fangquote die Wettbewerbsfähigkeit der deutschen und europäischen Fischerei nicht gefährdet wird."
28,BSW,Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",neutral,"Die bereits bestehenden Fangquoten müssen auch eingehalten werden. Hierzu müssen große Fischereiunternehmen strenger kontrolliert werden. Es muss außerdem sichergestellt sein, dass kleine und familienbetriebene Fischereiunternehmen, die oft in einer langen Tradition stehen, erhalten bleiben."
29,DAVA,Demokratische Allianz für Vielfalt und Aufbruch,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Die Senkung der zulässigen Fangmengen kann dazu beitragen, die Überfischung in EU-Gewässern zu bekämpfen und die langfristige Nachhaltigkeit der Fischbestände zu gewährleisten. Dies ist wichtig, um die ökologische Balance in den Meeresökosystemen zu erhalten und die langfristige Lebensgrundlage der Fischerei zu sichern."
30,KLIMALISTE,Klimaliste Deutschland,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Parteibeschluss: Um den Meeresschutz und die Fischbestände in EU-Gewässern steht es nicht gut. Wir setzen uns dafür ein, dass Fischbestände nur noch nachhaltig befischt werden. Außerdem sollen Bodenschleppnetze verboten werden. Durch die Senkung der Fischfangquoten können sich die Fischbestände regenerieren und das marine Ökosystem erhalten bleiben."
31,LETZTE GENERATION,Parlament aufmischen – Stimme der Letzten Generation,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Überfischung ist nicht nur eine Bedrohung für die Biodiversität, Stabilität des Ökosystems und die Funktion der Meere als CO2-Senke, sondern auch eine Gefährdung der Lebensgrundlagen vieler Menschen."
32,PDV,Partei der Vernunft,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme nicht zu,Die Festlegung von Fischfangkontingenten obliegt den jeweiligen Staaten oder Regionen. Bei Bedarf wird diese Festlegung von allen Anrainerstaaten des betroffenen Gewässers vertraglich geregelt.
33,PdF,Partei des Fortschritts,21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"So können sich Fischbestände erholen und zukünftige Generationen die Gewässer weiter nutzen. Auch die Fischerei wird dadurch langfristig als Wirtschaftszweig abgesichert. Das wünscht sich eine Mehrheit in Deutschland. In der Ostsee gelten bspw. immer noch 43 % der Fischarten als überfischt, im Mittelmeer sogar 83 %."
34,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",21,Senkung der Fischfangquoten,"Die zulässige Menge an Fischen, die in EU-Gewässern gefangen werden dürfen, soll gesenkt werden.",stimme zu,"Die V-Partei³ fordert einen generellen Ausstiegsplan aus der Fischerei. Die Überfischung der Meere beeinträchtigt die biologische Vielfalt ernsthaft. Überfischung und Beifang sind die Hauptursache für den Verlust der Biodiversität im Meer. Das Ökosystem Meer muss erhalten werden. Neben dem Schutz der Tiere geht es auch um die damit verbundenen biochemischen Prozesse, bei denen CO2 aus der Erdatmosphäre abgebaut wird."
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme zu,"Wir wollen verhindern, dass Drittstaaten den marktwirtschaftlichen Wettbewerb durch staatliche Subventionen aushebeln und sich so einen unfairen Wettbewerbsvorteil verschaffen."
2,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme nicht zu,"Wir wollen unsere heimische Automobilindustrie bei der Umstellung ihrer Produktion auf Elektroautos unterstützen, indem wir umfassende öffentliche Förderprogramme für die Erforschung neuer Technologie auf den Weg bringen. Wir werden außerdem darauf drängen, dass die EU sich gegen unfaire Handelspraktiken wehrt. Generelle Einfuhrzölle auf Elektroautos lehnen wir jedoch ab."
3,SPD,Sozialdemokratische Partei Deutschlands,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme zu,"Die Zölle auf chinesische E-Autos sollten dann angemessen erhöht werden, wenn eine eindeutige Marktverzerrung vorliegt, etwa durch nachgewiesenes Dumping oder Subventionen. Eine Untersuchung der EU-Kommission kann das feststellen. Eine pauschale Erhöhung führt zu Gegenmaßnahmen unserer Handelspartner, schadet der Autoindustrie und beeinträchtigt unsere Wirtschaft. Der Wohlstand der EU beruht auf Welthandel, China ist ein wichtiger Handelspartner."
4,AfD,Alternative für Deutschland,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme nicht zu,"Wir wollen nicht in einen protektionistischen Zollwettbewerb eintreten, sondern durch Regierungshandeln herbeigeführte Wettbewerbsnachteile wieder aufheben: zurück zu preiswerter Energie, Abbau der die Unternehmen blockierenden Bürokratie und Rücknahme des EU-Verbrenner-Verbots."
5,DIE LINKE,DIE LINKE,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme nicht zu,"Dass günstige chinesische Elektroautos mit Strafzöllen belegt werden, während die wohlhabenden Mittelschichten ihren Tesla weiter ohne Zuschlag kaufen können, steht dem Ziel einer sozial gerechten Klimapolitik entgegen."
6,FDP,Freie Demokratische Partei,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme nicht zu,"Freihandel ist zentrale Grundlage unseres Wohlstands. Wir wollen daher keine zusätzlichen Marktbarrieren im Handel mit China aufbauen, sondern uns für eine strategisch ausgerichtete Handelspartnerschaft mit China einsetzen. Gleichzeitig wollen wir die Voraussetzungen schaffen, auch in der Europäischen Union Elektrofahrzeuge wettbewerbsfähig zu produzieren, ohne in einen Subventionswettbewerb einzusteigen."
7,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme zu,Denk doch mal bitte jemand an die Manager deutscher Unternehmen!
8,FREIE WÄHLER,FREIE WÄHLER,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme zu,"Wir unterstützen die Überprüfung der aktuellen Wettbewerbsbedingungen. Sollten chinesische Anbieter verdeckt subventioniert werden, muss die EU handeln. Eine zusätzliche Möglichkeit wäre die Koppelung von Kaufprämien für Elektroautos an Umweltkriterien. Für die Umweltprüfung der Fahrzeugmodelle sollten die CO2-Emissionen, die durch die verwendeten Materialien, der bei der Montage verwendeten Energie, der Herstellung der Batterie und letztlich beim Transport entstehen berücksichtigt werden."
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,neutral,"Unser Ziel ist ein verantwortungsvoller ökologischer, nachhaltiger und sozialer Umgang mit Importen. Die Risiken eines bedingungslosen Freihandels u.a. mit China müssen jederzeit zum Wohle der Umwelt und der Menschen abgewogen werden."
10,ÖDP,Ökologisch-Demokratische Partei - Die Naturschutzpartei,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,stimme zu,"China hat sich über eine aggressive Subventionierung einiger Klimatechnologien in eine weltmarktbeherrschende Stellung gebracht. Um Produktionsstätten für Klimatechnologien in EU- Staaten aufzubauen, bedarf es einer Antidumping-Politik und einer entsprechenden Besteuerung importierter Elektroautos und anderer Waren (z.B. Windkraftanlagen und Photovoltaikanlagen) aus China."
11,FAMILIE,Familien-Partei Deutschlands,22,Einfuhrzölle auf Elektroautos,Die Einfuhrzölle der EU auf chinesische Elektroautos sollen erhöht werden.,neutral,"Zölle sind selten ein gutes Instrument um wirtschaftliche Entwicklung zu fördern. Schutzzölle, um die heimische Wirtschaft zu schützen, können sinnvoll sein. Ob dies nun bei Elektroautos sinnvoll ist? Aktuell eher nicht, jedoch stets neu prüfen! Die Chinesen haben sich früh auf das Elektroauto fokussiert und unsere Automobilindustrie hat zu lange geschlafen, werden den Rückstand aber aufholen. Auch ohne Zölle. China bietet vor allem günstige Fahrzeuge an. Gerade die brauchen wir jetzt!"
